word,frequency,log frequency
the,63859,11.064432806891546
of,54181,10.90008557246396
and,42471,10.656576769062607
in,33471,10.41843467126129
to,25842,10.159756354282166
a,19805,9.893689710056018
with,16215,9.693692018741418
for,12307,9.417923485172336
patient,11226,9.325987795502144
is,11135,9.317848579691468
wa,8105,9.000236434169777
that,7485,8.920656296853728
asthma,6910,8.840724916761715
thi,6599,8.794673401383422
stroke,6591,8.79346036105272
were,6522,8.782936356349264
as,6268,8.74321260347591
on,6079,8.712595487748722
are,6006,8.700514248543275
by,6006,8.700514248543275
influenza,5910,8.684401110400144
be,5901,8.682877107057168
studi,5391,8.592486175451668
infarct,4958,8.508757712595136
an,4849,8.486527777105353
from,4833,8.483222671845084
we,4829,8.482394685873542
or,4761,8.46821300919452
use,4634,8.441175704992322
diseas,4477,8.406708458240965
vaccin,4401,8.38958706681109
have,4185,8.339261982923576
acut,4114,8.322151070212902
myocardi,3976,8.288031567776464
sever,3753,8.23031079913502
clinic,3629,8.19671240721307
infect,3577,8.182279739259018
it,3495,8.15908865466791
covid-19,3447,8.145259566516865
at,3399,8.131236549696116
ha,3327,8.109826276018477
sars-cov-2,3297,8.10076824307173
risk,3109,8.042056410058754
after,3062,8.026823576217629
test,3015,8.011355109161286
treatment,2995,8.00469951054955
effect,2906,7.974532844130228
been,2885,7.9672801789422
these,2874,7.96346006663897
not,2788,7.933079771880415
pandem,2652,7.883069351305753
group,2627,7.87359778968554
case,2611,7.8674885686991285
increas,2566,7.850103545175582
may,2526,7.8343923029104365
viru,2469,7.81156848934518
associ,2435,7.79770203551669
dure,2372,7.771488760117616
develop,2371,7.771067086065406
result,2335,7.755767170102998
than,2308,7.744136627627991
which,2283,7.733245646529795
between,2278,7.731053144007127
can,2236,7.71244383427499
control,2192,7.692569648067906
differ,2128,7.662937850461535
respiratori,2096,7.647786045440933
caus,2088,7.643961949002529
factor,2075,7.637716432664798
more,2070,7.635303886259415
health,2061,7.630946580890459
year,2013,7.607381425639791
background,1972,7.586803535162581
includ,1971,7.58629630715272
children,1921,7.560601162768557
but,1918,7.559038255443384
present,1904,7.55171221535131
therapi,1889,7.543802867501509
had,1879,7.538494999413465
report,1836,7.515344571180436
hospit,1816,7.504391559161238
2,1794,7.492203042618741
data,1772,7.4798641311650265
all,1763,7.47477218239787
their,1760,7.473069088032197
coronaviru,1757,7.471363088187097
symptom,1739,7.461065514354283
rate,1738,7.460490305825338
also,1725,7.45298232946546
mortal,1721,7.450660796211539
coronari,1692,7.433666540166168
respons,1683,7.428333194190806
compar,1677,7.424761761823209
there,1669,7.419979923661835
prevent,1657,7.4127640174265625
most,1651,7.409136443920128
time,1650,7.408530566894626
age,1644,7.404887575616125
review,1630,7.396335293800808
other,1625,7.393263094763838
care,1606,7.381501894506707
assess,1601,7.3783837129967145
who,1566,7.356279876550748
outcom,1538,7.338238150065589
evalu,1521,7.327123292259293
manag,1516,7.323830566202317
detect,1485,7.3031700512368
improv,1479,7.2991214627108
function,1470,7.293017679772782
howev,1462,7.2875606403097235
import,1444,7.275172319452771
among,1424,7.261225091971921
p,1416,7.255591274253665
identifi,1415,7.254884810077338
provid,1399,7.243512974665482
cell,1397,7.242082359256962
measur,1395,7.240649694255466
no,1392,7.238496840894365
show,1385,7.233455418621439
aim,1383,7.232010331664759
one,1374,7.2254814727822945
such,1374,7.2254814727822945
popul,1370,7.222566018822171
signific,1359,7.214504414151143
activ,1353,7.210079628170788
current,1347,7.205635176410364
human,1344,7.203405521083095
diagnosi,1338,7.198931240688173
potenti,1334,7.195937226475569
high,1326,7.189922170745808
both,1324,7.188412736496954
emerg,1309,7.1770187659099
object,1298,7.168579897264035
new,1286,7.1592919047975645
arteri,1279,7.153833801578843
ischem,1276,7.151485463904735
syndrom,1265,7.142827401161621
medic,1263,7.141245122350491
level,1247,7.1284959456800365
two,1244,7.126087273299125
death,1224,7.1098794630722715
system,1217,7.104144092987527
chang,1209,7.097548850614793
first,1208,7.0967213784947605
reduc,1207,7.095893221097532
earli,1199,7.089243155027514
our,1195,7.085901464365611
model,1190,7.081708586105575
suggest,1188,7.080026499922591
immun,1186,7.078341579557671
onli,1157,7.053585727193677
investig,1156,7.052721049232323
need,1148,7.045776576879511
viral,1148,7.045776576879511
determin,1142,7.040536390215956
specif,1129,7.029087564149662
perform,1126,7.026426808699636
should,1124,7.024649030453636
day,1112,7.013915474810528
those,1103,7.005789019253503
recent,1097,7.00033446027523
method,1092,6.9957661563048505
1,1090,6.993932975223189
left,1080,6.984716320118266
follow,1060,6.966024187106113
well,1044,6.950814768442584
mechan,1039,6.946013991099227
ventricular,1037,6.9440872082295275
strategi,1036,6.943122422819428
posit,1020,6.927557906278317
individu,1015,6.922643891475888
evid,1010,6.917705609835305
drug,1010,6.917705609835305
analysi,993,6.900730664045173
will,992,6.899723107284872
trial,989,6.8966943316227125
sampl,985,6.892641641172089
role,982,6.889591308354466
against,975,6.882437470997847
virus,971,6.878326468291325
number,964,6.871091294610546
observ,962,6.8690144506657065
higher,961,6.8679744089702925
limit,957,6.863803391452954
intervent,949,6.855408798609928
gener,945,6.851184927493743
less,945,6.851184927493743
research,943,6.849066282633458
relat,939,6.844815479208263
season,937,6.842683282238422
airway,933,6.838405200847344
occur,930,6.835184586147301
when,929,6.834108738813838
3,929,6.834108738813838
about,923,6.827629234502852
indic,923,6.827629234502852
describ,922,6.826545223556594
find,919,6.823286122355687
significantli,919,6.823286122355687
transmiss,916,6.82001636467413
within,913,6.816735880594968
complic,910,6.813444599510896
could,889,6.790097235513905
examin,883,6.78332520060396
lead,873,6.771935555839602
antibodi,869,6.767343125265392
base,866,6.763884908562435
cardiac,866,6.763884908562435
diagnost,865,6.762729506931879
inform,864,6.761572768804055
heart,861,6.7580945044277305
major,855,6.75110146893676
avail,851,6.7464121285733745
sensit,848,6.742880635791903
possibl,847,6.741700694652055
approach,847,6.741700694652055
although,846,6.740519359606223
remain,846,6.740519359606223
incid,845,6.739336627357174
over,843,6.736966958001855
due,843,6.736966958001855
outbreak,834,6.726233402358747
95,824,6.714170529909472
predict,819,6.70808408385307
found,818,6.706862336602747
into,816,6.704414354964107
h1n1,815,6.703188113240863
addit,814,6.70196036600254
public,811,6.698268054115413
discuss,809,6.695798917058491
treat,805,6.690842277418564
protein,804,6.6895992691789665
chronic,788,6.669498089857879
adult,787,6.668228248417403
preval,785,6.665683717782408
period,783,6.663132695990803
epidem,781,6.660575149839686
some,780,6.659293919683638
affect,776,6.654152520183219
subject,774,6.651571873589727
impact,769,6.645090969505644
common,768,6.643789733147672
without,766,6.641182169740591
demonstr,759,6.63200177739563
mani,758,6.630683385642372
requir,757,6.6293632534374485
-,756,6.628041376179533
2019,756,6.628041376179533
month,755,6.626717749249025
novel,753,6.6240652277998935
countri,749,6.618738983517219
initi,748,6.617402977974478
therapeut,746,6.61472560020376
blood,741,6.608000625296087
they,741,6.608000625296087
understand,735,6.5998704992128365
condit,731,6.594413459749778
spread,731,6.594413459749778
region,729,6.591673732008658
asthmat,721,6.580639137284949
global,721,6.580639137284949
recommend,720,6.579251212010101
mean,717,6.57507584059962
consid,717,6.57507584059962
mi,717,6.57507584059962
lower,717,6.57507584059962
ill,714,6.570882962339584
type,714,6.570882962339584
protect,713,6.569481420414296
unit,712,6.568077911411976
three,710,6.565264970035361
larg,708,6.56244409369372
purpos,706,6.559615237493242
onset,704,6.556778356158042
estim,702,6.553933404025811
event,696,6.54534966033442
target,693,6.541029999189903
ci,690,6.536691597591305
2009,690,6.536691597591305
whether,689,6.535241271013659
ami,686,6.530877627725885
strain,683,6.52649485957079
imag,682,6.525029657843462
low,681,6.523562306149512
decreas,672,6.51025834052315
primari,662,6.495265555937008
valu,655,6.484635235635252
bronchial,654,6.483107351457199
rapid,652,6.480044561926653
through,651,6.478509642208569
state,650,6.476972362889683
area,642,6.464588303689961
assay,639,6.459904454377535
total,639,6.459904454377535
challeng,638,6.45833828334479
morbid,637,6.456769655572163
confirm,631,6.447305862541213
correl,631,6.447305862541213
involv,629,6.444131256700441
receiv,624,6.436150368369428
like,623,6.434546518787453
commun,610,6.413458957167357
further,608,6.410174881966167
practic,602,6.400257445308821
while,602,6.400257445308821
respect,599,6.395261598115449
lung,597,6.391917113392602
set,584,6.369900982828227
peopl,581,6.364750756851911
epidemiolog,579,6.361302477572996
characterist,576,6.3561076606958915
befor,574,6.352629396319567
becaus,571,6.3473892096560105
agent,566,6.338594078203183
women,562,6.331501849893691
similar,558,6.324358962381311
10,551,6.311734809152915
histori,550,6.309918278226516
if,548,6.306275286948016
futur,547,6.304448802421981
work,547,6.304448802421981
n,547,6.304448802421981
antivir,547,6.304448802421981
efficaci,547,6.304448802421981
score,546,6.302618975744905
isol,545,6.300785794663244
support,543,6.297109319933935
b,543,6.297109319933935
process,543,6.297109319933935
gene,542,6.295266001439646
hour,538,6.2878585601617845
frequent,536,6.284134161070802
elev,534,6.280395838960195
flow,533,6.278521424165844
each,532,6.2766434893416445
antigen,530,6.272877006546167
life,528,6.269096283706261
6,525,6.263398262591624
combin,524,6.261491684321042
continu,524,6.261491684321042
how,524,6.261491684321042
world,524,6.261491684321042
articl,522,6.257667587882639
monitor,521,6.255750041753367
normal,520,6.253828811575473
inhal,518,6.249975242259483
person,518,6.249975242259483
regard,517,6.248042874508429
known,515,6.244166900663736
guidelin,512,6.238324625039508
sinc,510,6.234410725718371
inflamm,508,6.230481447578482
4,508,6.230481447578482
exposur,507,6.2285110035911835
standard,506,6.226536669287466
phase,503,6.220590170099739
failur,503,6.220590170099739
5,501,6.2166061010848646
shown,498,6.210600077024653
anterior,496,6.206575926724928
exercis,495,6.20455776256869
week,493,6.20050917404269
help,488,6.1903154058531475
contribut,485,6.184148890937483
recurr,481,6.175867270105761
success,480,6.173786103901937
better,479,6.171700597410915
reperfus,479,6.171700597410915
therefor,479,6.171700597410915
benefit,478,6.169610732491456
neg,477,6.1675164908883415
influenc,475,6.163314804034641
laboratori,475,6.163314804034641
knowledg,475,6.163314804034641
thu,474,6.161207321695077
collect,470,6.152732694704104
often,470,6.152732694704104
variabl,468,6.148468295917647
conduct,466,6.144185634125646
size,465,6.142037405587356
presenc,463,6.137727054086234
establish,461,6.133398042996649
vs,461,6.133398042996649
long-term,460,6.131226489483141
nation,460,6.131226489483141
select,460,6.131226489483141
diagnos,457,6.124683390894205
direct,456,6.1224928095143865
variou,454,6.118097198041348
obtain,452,6.113682179832232
experi,451,6.111467339502679
ani,450,6.1092475827643655
concern,449,6.1070228877422545
rang,449,6.1070228877422545
progress,449,6.1070228877422545
featur,448,6.104793232414985
reveal,446,6.100318952020064
despit,446,6.100318952020064
attack,445,6.09807428216624
right,445,6.09807428216624
peak,444,6.095824562432225
analyz,443,6.093569770045136
admiss,442,6.091309882077698
rel,442,6.091309882077698
relationship,442,6.091309882077698
here,441,6.089044875446846
optim,440,6.0867747269123065
rna,438,6.082218910376446
obstruct,438,6.082218910376446
highli,438,6.082218910376446
anim,438,6.082218910376446
out,438,6.082218910376446
qualiti,438,6.082218910376446
design,436,6.077642243349034
particip,436,6.077642243349034
reaction,435,6.075346031088684
techniqu,435,6.075346031088684
program,434,6.073044534100405
exacerb,434,6.073044534100405
surveil,432,6.068425588244111
dose,432,6.068425588244111
greater,431,6.066108090103747
character,427,6.056784013228625
cerebr,427,6.056784013228625
pattern,427,6.056784013228625
appear,426,6.054439346269371
previou,425,6.052089168924417
complex,424,6.049733455231958
critic,424,6.049733455231958
pressur,423,6.0473721790462776
organ,423,6.0473721790462776
2020,422,6.045005314036012
worldwid,418,6.035481432524756
brain,416,6.030685260261263
did,414,6.025865973825314
multipl,414,6.025865973825314
structur,414,6.025865973825314
defin,414,6.025865973825314
inflammatori,414,6.025865973825314
especi,413,6.023447592961033
pulmonari,413,6.023447592961033
plan,412,6.021023349349527
author,411,6.018593214496234
cost,411,6.018593214496234
variant,411,6.018593214496234
12,411,6.018593214496234
20,405,6.003887067106539
genet,405,6.003887067106539
still,404,6.0014148779611505
host,404,6.0014148779611505
educ,403,5.998936561946683
cours,401,5.993961427306569
chest,400,5.991464547107982
secondari,398,5.986452005284438
prognosi,398,5.986452005284438
famili,397,5.983936280687191
disord,396,5.981414211254481
would,396,5.981414211254481
circul,395,5.978885764901122
healthcar,392,5.971261839790462
tissu,392,5.971261839790462
problem,391,5.968707559985366
wall,391,5.968707559985366
recoveri,391,5.968707559985366
cardiovascular,388,5.961005339623274
wave,388,5.961005339623274
induc,386,5.955837369464831
lesion,386,5.955837369464831
implement,386,5.955837369464831
veri,383,5.948034989180646
introduct,382,5.945420608606575
complet,382,5.945420608606575
per,381,5.942799375126701
school,381,5.942799375126701
even,381,5.942799375126701
follow-up,379,5.937536205082426
statu,378,5.934894195619588
up,376,5.929589143389895
given,376,5.929589143389895
particularli,375,5.926926025970411
accord,375,5.926926025970411
might,375,5.926926025970411
interact,375,5.926926025970411
ratio,374,5.924255797414532
elderli,372,5.918893854273146
segment,371,5.916202062607435
neurolog,369,5.910796644040527
four,368,5.908082938168931
appropri,368,5.908082938168931
15,368,5.908082938168931
record,364,5.8971538676367405
propos,364,5.8971538676367405
avian,364,5.8971538676367405
revers,364,5.8971538676367405
late,364,5.8971538676367405
pneumonia,362,5.8916442118257715
them,362,5.8916442118257715
social,362,5.8916442118257715
molecular,361,5.8888779583328805
serum,361,5.8888779583328805
overal,360,5.886104031450156
pathogen,359,5.883322388488279
paramet,358,5.8805329864007
allerg,358,5.8805329864007
delay,358,5.8805329864007
surviv,357,5.877735781779639
express,357,5.877735781779639
play,356,5.87493073085203
local,355,5.872117789475416
persist,355,5.872117789475416
under,355,5.872117789475416
made,355,5.872117789475416
order,355,5.872117789475416
literatur,355,5.872117789475416
rt-pcr,353,5.8664680569332965
reduct,353,5.8664680569332965
china,353,5.8664680569332965
physician,353,5.8664680569332965
mutat,352,5.863631175598097
occlus,351,5.860786223465865
thrombolysi,351,5.860786223465865
underli,350,5.857933154483459
sequenc,350,5.857933154483459
lack,349,5.855071922202427
atrial,347,5.849324779946859
30,347,5.849324779946859
infecti,347,5.849324779946859
effort,345,5.84354441703136
exist,345,5.84354441703136
intern,345,5.84354441703136
form,345,5.84354441703136
product,344,5.840641657373398
burden,343,5.8377304471659395
receptor,343,5.8377304471659395
repres,343,5.8377304471659395
frequenc,342,5.834810737062605
achiev,341,5.831882477283517
st,341,5.831882477283517
depress,338,5.823045895483019
mild,337,5.820082930352362
intens,337,5.820082930352362
explor,336,5.817111159963204
depend,336,5.817111159963204
volum,335,5.814130531825066
key,335,5.814130531825066
second,334,5.811140992976701
main,332,5.805134968916488
50,329,5.796057750765372
center,328,5.793013608384144
natur,327,5.7899601708972535
acid,327,5.7899601708972535
inhibitor,326,5.786897381366708
allow,325,5.783825182329737
rare,325,5.783825182329737
becom,324,5.780743515792329
fraction,324,5.780743515792329
young,323,5.777652323222656
admit,323,5.777652323222656
few,322,5.7745515455444085
conclus,322,5.7745515455444085
advanc,321,5.771441123130016
term,320,5.768320995793772
ct,319,5.765191102784844
index,318,5.762051382780177
abnorm,318,5.762051382780177
older,318,5.762051382780177
poor,317,5.75890177387728
consist,317,5.75890177387728
damag,316,5.755742213586912
24,316,5.755742213586912
analys,315,5.752572638825633
million,315,5.752572638825633
valid,314,5.749392985908253
part,313,5.746203190540153
interv,313,5.746203190540153
same,313,5.746203190540153
procedur,313,5.746203190540153
distribut,312,5.7430031878094825
tool,312,5.7430031878094825
small,312,5.7430031878094825
criteria,312,5.7430031878094825
asymptomat,312,5.7430031878094825
site,311,5.739792912179234
screen,310,5.736572297479192
independ,308,5.730099782973574
make,307,5.726847747587197
physic,307,5.726847747587197
contact,306,5.723585101952381
proport,303,5.713732805509369
appli,303,5.713732805509369
network,302,5.71042701737487
angioplasti,301,5.707110264748875
swab,301,5.707110264748875
hypertens,301,5.707110264748875
highlight,301,5.707110264748875
address,299,5.700443573390687
impair,299,5.700443573390687
applic,299,5.700443573390687
wide,299,5.700443573390687
corticosteroid,299,5.700443573390687
manifest,298,5.697093486505405
us,298,5.697093486505405
h5n1,297,5.6937321388027
fibril,297,5.6937321388027
discharg,297,5.6937321388027
subsequ,296,5.69035945432406
0001,296,5.69035945432406
fatal,296,5.69035945432406
pathogenesi,296,5.69035945432406
thrombolyt,296,5.69035945432406
resist,295,5.68697535633982
paper,295,5.68697535633982
so,295,5.68697535633982
environment,294,5.683579767338681
biolog,294,5.683579767338681
survey,293,5.680172609017068
enhanc,293,5.680172609017068
stress,293,5.680172609017068
ischemia,293,5.680172609017068
diabet,291,5.673323267171493
injuri,291,5.673323267171493
100,291,5.673323267171493
live,290,5.66988092298052
now,290,5.66988092298052
bind,290,5.66988092298052
safeti,289,5.666426688112432
childhood,289,5.666426688112432
worker,289,5.666426688112432
pathophysiolog,288,5.662960480135946
stage,288,5.662960480135946
issu,288,5.662960480135946
nurs,287,5.659482215759621
consider,287,5.659482215759621
ecg,287,5.659482215759621
rapidli,286,5.655991810819852
advers,286,5.655991810819852
cohort,286,5.655991810819852
degre,285,5.652489180268651
point,285,5.652489180268651
genom,285,5.652489180268651
flu,284,5.648974238161206
util,283,5.645446897643238
either,283,5.645446897643238
where,283,5.645446897643238
random,283,5.645446897643238
7,282,5.641907070938114
subtyp,282,5.641907070938114
singl,282,5.641907070938114
across,282,5.641907070938114
administr,282,5.641907070938114
five,281,5.638354669333745
essenti,281,5.638354669333745
statist,280,5.634789603169249
pain,278,5.627621113690637
male,277,5.6240175061873385
occup,277,5.6240175061873385
scale,277,5.6240175061873385
substanti,277,5.6240175061873385
focus,276,5.62040086571715
inferior,275,5.616771097666572
relev,275,5.616771097666572
dynam,274,5.6131281063880705
14,274,5.6131281063880705
ischaem,274,5.6131281063880705
vascular,273,5.60947179518496
pathway,271,5.602118820879701
behavior,271,5.602118820879701
previous,270,5.598421958998375
patholog,270,5.598421958998375
approxim,269,5.594711379601839
pediatr,268,5.5909869805108565
document,267,5.58724865840025
smoke,267,5.58724865840025
vessel,267,5.58724865840025
versu,266,5.583496308781699
later,265,5.579729825986222
andor,265,5.579729825986222
question,265,5.579729825986222
account,265,5.579729825986222
questionnair,265,5.579729825986222
hemorrhag,264,5.575949103146316
compon,263,5.572154032177765
refer,263,5.572154032177765
close,262,5.568344503761097
percutan,262,5.568344503761097
rehabilit,262,5.568344503761097
must,261,5.564520407322694
air,261,5.564520407322694
femal,261,5.564520407322694
identif,260,5.560681631015528
wherea,260,5.560681631015528
consequ,259,5.556828061699537
prior,259,5.556828061699537
igg,258,5.552959584921617
summar,257,5.54907608489522
last,257,5.54907608489522
littl,255,5.541263545158426
oral,255,5.541263545158426
prospect,254,5.537334267018537
shock,254,5.537334267018537
comparison,254,5.537334267018537
toward,253,5.53338948872752
25,253,5.53338948872752
spike,253,5.53338948872752
healthi,253,5.53338948872752
anticoagul,252,5.529429087511423
variat,252,5.529429087511423
cytokin,252,5.529429087511423
decis,252,5.529429087511423
least,252,5.529429087511423
particular,252,5.529429087511423
publish,250,5.521460917862246
disabl,250,5.521460917862246
dysfunct,250,5.521460917862246
contain,250,5.521460917862246
final,250,5.521460917862246
origin,249,5.517452896464707
six,247,5.5093883366279774
servic,247,5.5093883366279774
medicin,247,5.5093883366279774
experiment,247,5.5093883366279774
depart,247,5.5093883366279774
reliabl,246,5.5053315359323625
11,246,5.5053315359323625
produc,246,5.5053315359323625
predictor,246,5.5053315359323625
